currency,nace_r2,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
MIO_EUR,A,ESZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,FI	1169.00 	1163.00 	1121.00 	1125.00 	1038.00 	1003.00 	980.00 	935.00 	886.00 	821.00 	806.00 	772.00 	766.00 	736.00 
MIO_EUR,A,FI1	1162.33 	1156.92 	1114.49 	1119.49 	1032.78 	999.58 	976.34 	931.87 	883.11 	818.24 	803.39 	769.06 	763.01 	733.08 
MIO_EUR,A,FI19	338.58 	333.98 	325.22 	326.73 	300.11 	288.63 	283.88 	271.16 	258.28 	237.40 	233.40 	226.82 	238.32 	225.85 
MIO_EUR,A,FI1B	75.89 	76.29 	73.11 	74.44 	67.90 	54.15 	53.36 	55.91 	52.95 	51.23 	52.51 	50.78 	44.17 	45.17 
MIO_EUR,A,FI1C	194.35 	194.28 	189.74 	192.84 	181.89 	165.82 	161.22 	153.38 	143.79 	137.78 	134.95 	129.41 	128.61 	123.20 
MIO_EUR,A,FI1D	553.50 	552.38 	526.42 	525.49 	482.87 	490.98 	477.87 	451.43 	428.09 	391.84 	382.53 	362.04 	351.91 	338.86 
MIO_EUR,A,FI2	6.67 	6.08 	6.51 	5.51 	5.22 	3.42 	3.66 	3.13 	2.89 	2.76 	2.61 	2.94 	2.99 	2.92 
MIO_EUR,A,FI20	6.67 	6.08 	6.51 	5.51 	5.22 	3.42 	3.66 	3.13 	2.89 	2.76 	2.61 	2.94 	2.99 	2.92 
MIO_EUR,A,FIZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,FIZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,FR	: 	9183.00 	8600.00 	8439.00 	8136.00 	8297.90 	8295.30 	8307.30 	8048.60 	7767.70 	7454.30 	: 	: 	: 
MIO_EUR,A,FR1	: 	299.55 	280.54 	275.28 	265.40 	270.68 	270.60 	270.99 	262.55 	253.39 	243.16 	: 	: 	: 
MIO_EUR,A,FR10	: 	299.55 	280.54 	275.28 	265.40 	270.68 	270.60 	270.99 	262.55 	253.39 	243.16 	: 	: 	: 
MIO_EUR,A,FR2	: 	1456.82 	1364.33 	1338.79 	1290.72 	1316.40 	1315.99 	1317.89 	1276.85 	1232.29 	1182.57 	: 	: 	: 
MIO_EUR,A,FR21	: 	263.98 	247.22 	242.59 	233.88 	238.54 	238.46 	238.81 	231.37 	223.30 	214.29 	: 	: 	: 
MIO_EUR,A,FR22	: 	247.42 	231.71 	227.38 	219.21 	223.57 	223.50 	223.83 	216.86 	209.29 	200.84 	: 	: 	: 
MIO_EUR,A,FR23	: 	136.61 	127.94 	125.54 	121.04 	123.45 	123.41 	123.59 	119.74 	115.56 	110.90 	: 	: 	: 
MIO_EUR,A,FR24	: 	331.11 	310.09 	304.28 	293.36 	299.19 	299.10 	299.53 	290.20 	280.08 	268.78 	: 	: 	: 
MIO_EUR,A,FR25	: 	243.47 	228.02 	223.75 	215.71 	220.01 	219.94 	220.25 	213.40 	205.95 	197.64 	: 	: 	: 
MIO_EUR,A,FR26	: 	234.22 	219.35 	215.25 	207.52 	211.65 	211.58 	211.89 	205.29 	198.12 	190.13 	: 	: 	: 
MIO_EUR,A,FR3	: 	272.06 	254.79 	250.02 	241.04 	245.84 	245.76 	246.12 	238.45 	230.13 	220.85 	: 	: 	: 
MIO_EUR,A,FR30	: 	272.06 	254.79 	250.02 	241.04 	245.84 	245.76 	246.12 	238.45 	230.13 	220.85 	: 	: 	: 
MIO_EUR,A,FR4	: 	372.73 	349.06 	342.53 	330.23 	336.80 	336.70 	337.18 	326.68 	315.28 	302.56 	: 	: 	: 
MIO_EUR,A,FR41	: 	155.35 	145.49 	142.76 	137.64 	140.38 	140.33 	140.54 	136.16 	131.41 	126.11 	: 	: 	: 
MIO_EUR,A,FR42	: 	143.35 	134.25 	131.73 	127.00 	129.53 	129.49 	129.68 	125.64 	121.25 	116.36 	: 	: 	: 
MIO_EUR,A,FR43	: 	74.03 	69.33 	68.03 	65.59 	66.90 	66.87 	66.97 	64.89 	62.62 	60.09 	: 	: 	: 
MIO_EUR,A,FR5	: 	1581.52 	1481.12 	1453.39 	1401.21 	1429.09 	1428.64 	1430.71 	1386.15 	1337.78 	1283.80 	: 	: 	: 
MIO_EUR,A,FR51	: 	669.60 	627.09 	615.35 	593.26 	605.06 	604.87 	605.75 	586.88 	566.40 	543.55 	: 	: 	: 
MIO_EUR,A,FR52	: 	674.41 	631.59 	619.77 	597.52 	609.41 	609.22 	610.10 	591.10 	570.47 	547.45 	: 	: 	: 
MIO_EUR,A,FR53	: 	237.51 	222.43 	218.27 	210.43 	214.62 	214.55 	214.86 	208.17 	200.91 	192.80 	: 	: 	: 
MIO_EUR,A,FR6	: 	961.68 	900.63 	883.77 	852.04 	868.99 	868.72 	869.98 	842.88 	813.47 	780.65 	: 	: 	: 
MIO_EUR,A,FR61	: 	725.36 	679.31 	666.59 	642.66 	655.45 	655.24 	656.19 	635.76 	613.57 	588.81 	: 	: 	: 
MIO_EUR,A,FR62	: 	191.70 	179.53 	176.17 	169.84 	173.22 	173.17 	173.42 	168.02 	162.16 	155.61 	: 	: 	: 
MIO_EUR,A,FR63	: 	44.62 	41.79 	41.00 	39.53 	40.32 	40.31 	40.36 	39.11 	37.74 	36.22 	: 	: 	: 
MIO_EUR,A,FR7	: 	500.38 	468.61 	459.84 	443.32 	452.15 	452.01 	452.66 	438.56 	423.26 	406.18 	: 	: 	: 
MIO_EUR,A,FR71	: 	415.31 	388.94 	381.66 	367.96 	375.28 	375.16 	375.70 	364.00 	351.30 	337.13 	: 	: 	: 
MIO_EUR,A,FR72	: 	85.07 	79.67 	78.17 	75.37 	76.87 	76.84 	76.95 	74.56 	71.96 	69.05 	: 	: 	: 
MIO_EUR,A,FR8	: 	3431.89 	3214.01 	3153.84 	3040.60 	3101.11 	3100.13 	3104.62 	3007.94 	2902.96 	2785.83 	: 	: 	: 
MIO_EUR,A,FR81	: 	2978.91 	2789.79 	2737.56 	2639.27 	2691.79 	2690.94 	2694.84 	2610.92 	2519.79 	2418.13 	: 	: 	: 
MIO_EUR,A,FR82	: 	439.89 	411.96 	404.25 	389.74 	397.49 	397.37 	397.94 	385.55 	372.09 	357.08 	: 	: 	: 
MIO_EUR,A,FR83	: 	13.09 	12.26 	12.03 	11.60 	11.83 	11.82 	11.84 	11.47 	11.07 	10.62 	: 	: 	: 
MIO_EUR,A,HR	356.72 	378.20 	357.39 	360.88 	476.62 	495.15 	450.24 	410.40 	378.24 	349.57 	326.17 	302.25 	269.84 	257.28 
MIO_EUR,A,HR0	356.72 	378.20 	357.39 	360.88 	476.62 	495.15 	450.24 	410.40 	378.24 	349.57 	326.17 	302.25 	269.84 	257.28 
MIO_EUR,A,HU	1014.70 	992.62 	944.21 	880.01 	869.49 	999.53 	951.05 	852.12 	897.05 	878.17 	845.79 	904.42 	819.97 	712.29 
MIO_EUR,A,HU1	84.07 	84.11 	80.32 	75.92 	78.57 	104.11 	101.65 	96.22 	96.73 	99.59 	98.06 	113.90 	100.78 	85.46 
MIO_EUR,A,HU10	84.07 	84.11 	80.32 	75.92 	78.57 	104.11 	101.65 	96.22 	96.73 	99.59 	98.06 	113.90 	100.78 	85.46 
MIO_EUR,A,HU2	415.44 	409.84 	397.97 	371.99 	363.11 	411.90 	392.72 	346.20 	366.44 	362.60 	348.85 	377.66 	341.13 	296.69 
MIO_EUR,A,HU21	137.13 	137.96 	129.98 	125.88 	116.61 	131.41 	128.70 	107.67 	113.85 	117.22 	109.09 	129.39 	116.50 	90.40 
MIO_EUR,A,HU22	124.84 	124.62 	121.99 	110.57 	111.71 	126.28 	115.01 	100.61 	108.33 	107.69 	102.88 	108.11 	95.68 	94.06 
MIO_EUR,A,HU23	153.47 	147.25 	146.01 	135.54 	134.79 	154.21 	149.00 	137.92 	144.27 	137.70 	136.88 	140.16 	128.96 	112.23 
MIO_EUR,A,HU3	515.18 	498.68 	465.91 	432.10 	427.81 	483.52 	456.69 	409.70 	433.87 	415.97 	398.88 	412.86 	378.05 	330.15 
MIO_EUR,A,HU31	93.73 	91.74 	82.00 	76.17 	74.55 	86.02 	79.71 	76.85 	82.24 	75.34 	74.36 	76.20 	70.10 	63.07 
MIO_EUR,A,HU32	202.17 	196.55 	184.63 	173.87 	166.51 	183.38 	170.91 	153.46 	164.59 	158.65 	147.61 	155.80 	145.82 	127.34 
MIO_EUR,A,HU33	219.27 	210.38 	199.28 	182.06 	186.75 	214.12 	206.07 	179.39 	187.04 	181.98 	176.91 	180.86 	162.13 	139.74 
MIO_EUR,A,HUZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,HUZZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,IE	662.78 	612.83 	622.69 	619.78 	573.26 	568.46 	601.76 	591.90 	529.82 	524.91 	511.80 	488.97 	491.44 	488.71 
MIO_EUR,A,IE0	662.78 	612.83 	622.69 	619.78 	573.26 	568.46 	601.76 	591.90 	529.82 	524.91 	511.80 	488.97 	491.44 	488.71 
MIO_EUR,A,IE01	232.03 	213.90 	199.64 	200.72 	183.15 	179.44 	207.19 	206.33 	177.62 	181.92 	165.58 	165.84 	164.76 	168.22 
MIO_EUR,A,IE02	430.75 	398.94 	423.04 	419.06 	390.10 	389.02 	394.56 	385.57 	352.20 	342.99 	346.22 	323.13 	326.68 	320.49 
MIO_EUR,A,IT	8132.20 	8283.20 	8259.80 	8041.78 	7702.90 	7661.00 	7865.62 	7831.00 	7471.20 	6755.80 	6429.10 	6838.40 	6816.50 	6475.40 
MIO_EUR,A,ITC	935.60 	952.10 	967.10 	1111.10 	1075.91 	1140.23 	1132.93 	1067.41 	1014.07 	916.56 	851.26 	933.67 	959.40 	924.50 
MIO_EUR,A,ITC1	263.70 	268.30 	265.50 	294.72 	272.81 	277.84 	284.68 	248.55 	233.42 	210.72 	189.63 	213.69 	235.23 	231.53 
MIO_EUR,A,ITC2	15.20 	15.60 	15.40 	16.80 	16.08 	15.49 	14.80 	14.69 	13.39 	13.22 	11.77 	13.97 	12.67 	13.56 
MIO_EUR,A,ITC3	70.00 	70.40 	75.50 	60.29 	58.46 	76.59 	78.35 	77.07 	75.12 	74.75 	69.89 	78.45 	70.53 	69.66 
MIO_EUR,A,ITC4	586.70 	597.80 	610.70 	739.28 	728.56 	770.30 	755.09 	727.10 	692.15 	617.87 	579.97 	627.57 	640.97 	609.75 
MIO_EUR,A,ITF	2901.80 	2962.10 	3047.70 	2887.10 	2770.89 	2718.27 	2811.88 	2851.21 	2769.46 	2527.03 	2374.79 	2345.57 	2349.24 	2238.04 
MIO_EUR,A,ITF1	126.70 	127.00 	124.70 	112.42 	105.79 	112.02 	112.16 	102.82 	99.37 	104.23 	109.39 	105.86 	112.19 	102.29 
MIO_EUR,A,ITF2	31.80 	32.00 	32.40 	28.09 	26.29 	27.24 	28.96 	25.62 	22.12 	23.34 	25.74 	24.95 	22.60 	23.15 
MIO_EUR,A,ITF3	544.70 	550.20 	591.70 	584.87 	553.38 	567.74 	559.78 	575.28 	563.67 	502.57 	469.90 	473.41 	472.59 	443.03 
MIO_EUR,A,ITF4	1109.50 	1132.30 	1112.70 	1064.99 	1054.11 	1008.09 	1002.00 	1030.00 	997.23 	911.32 	847.68 	849.91 	928.21 	887.22 
MIO_EUR,A,ITF5	135.80 	135.30 	129.30 	129.09 	111.73 	109.66 	119.46 	119.25 	120.89 	115.09 	123.00 	115.79 	108.31 	100.10 
MIO_EUR,A,ITF6	953.30 	985.30 	1056.90 	967.64 	919.60 	893.52 	989.52 	998.23 	966.17 	870.48 	799.10 	775.65 	705.34 	682.25 
MIO_EUR,A,ITG	1586.20 	1622.20 	1644.70 	1463.19 	1407.70 	1457.87 	1476.35 	1516.51 	1402.42 	1239.42 	1208.30 	1158.33 	1064.53 	1057.16 
MIO_EUR,A,ITG1	1232.90 	1259.40 	1262.80 	1114.65 	1060.93 	1090.69 	1108.01 	1144.52 	1053.92 	943.84 	906.15 	870.03 	781.55 	773.05 
MIO_EUR,A,ITG2	353.30 	362.80 	381.90 	348.54 	346.76 	367.18 	368.34 	371.99 	348.50 	295.58 	302.16 	288.30 	282.99 	284.11 
MIO_EUR,A,ITH	1507.40 	1530.00 	1384.20 	1319.58 	1229.44 	1179.86 	1202.51 	1158.87 	1072.72 	983.78 	944.03 	1071.41 	1158.84 	1119.38 
MIO_EUR,A,ITH1	154.60 	157.00 	128.10 	134.20 	114.06 	106.89 	109.85 	100.29 	99.48 	75.23 	69.02 	78.28 	71.27 	78.33 
MIO_EUR,A,ITH2	80.20 	82.40 	83.70 	80.04 	79.62 	69.83 	80.86 	78.96 	75.10 	71.40 	66.78 	75.14 	68.15 	72.42 
MIO_EUR,A,ITH3	451.40 	456.70 	444.50 	394.39 	368.43 	346.44 	325.11 	315.98 	267.33 	267.16 	286.74 	318.30 	343.15 	322.83 
MIO_EUR,A,ITH4	126.30 	133.20 	139.40 	155.58 	131.32 	131.52 	161.97 	163.86 	153.99 	138.75 	126.43 	151.36 	214.35 	220.83 
MIO_EUR,A,ITH5	694.90 	700.70 	588.50 	555.36 	536.01 	525.20 	524.73 	499.79 	476.82 	431.26 	395.05 	448.33 	461.92 	424.97 
MIO_EUR,A,ITI	1201.20 	1216.80 	1216.10 	1260.81 	1218.93 	1164.79 	1241.96 	1237.08 	1212.56 	1089.00 	1050.71 	1329.42 	1284.49 	1136.32 
MIO_EUR,A,ITI1	586.90 	593.60 	599.30 	633.63 	603.30 	552.50 	582.84 	588.07 	559.17 	497.65 	447.79 	509.21 	527.51 	448.29 
MIO_EUR,A,ITI2	115.80 	117.30 	114.20 	113.84 	123.09 	118.86 	112.49 	120.37 	124.75 	111.51 	122.48 	137.98 	150.66 	159.94 
MIO_EUR,A,ITI3	136.60 	137.90 	141.20 	120.10 	119.19 	126.00 	120.65 	123.08 	122.96 	113.83 	103.01 	101.88 	93.96 	88.06 
MIO_EUR,A,ITI4	361.90 	368.00 	361.40 	393.24 	373.35 	367.43 	425.99 	405.55 	405.68 	366.01 	377.42 	580.35 	512.36 	440.03 
MIO_EUR,A,ITZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,ITZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,LT	371.49 	356.19 	363.38 	297.31 	303.37 	338.57 	342.18 	226.98 	197.98 	180.31 	164.25 	149.43 	153.44 	135.90 
MIO_EUR,A,LT0	371.49 	356.19 	363.38 	297.31 	303.37 	338.57 	342.18 	226.98 	197.98 	180.31 	164.25 	149.43 	153.44 	135.90 
MIO_EUR,A,LT00	371.49 	356.19 	363.38 	297.31 	303.37 	338.57 	342.18 	226.98 	197.98 	180.31 	164.25 	149.43 	153.44 	135.90 
MIO_EUR,A,LU	66.00 	62.00 	58.00 	53.00 	48.50 	45.00 	42.50 	39.40 	36.00 	26.90 	31.90 	30.10 	29.40 	28.00 
MIO_EUR,A,LU0	66.00 	62.00 	58.00 	53.00 	48.50 	45.00 	42.50 	39.40 	36.00 	26.90 	31.90 	30.10 	29.40 	28.00 
MIO_EUR,A,LU00	66.00 	62.00 	58.00 	53.00 	48.50 	45.00 	42.50 	39.40 	36.00 	26.90 	31.90 	30.10 	29.40 	28.00 
MIO_EUR,A,LV	243.63 	235.67 	228.16 	217.12 	218.94 	260.44 	281.63 	202.47 	167.82 	134.42 	115.95 	129.81 	110.10 	116.14 
MIO_EUR,A,LV0	243.63 	235.67 	228.16 	217.12 	218.94 	260.44 	281.63 	202.47 	167.82 	134.42 	115.95 	129.81 	110.10 	116.14 
MIO_EUR,A,LV00	243.63 	235.67 	228.16 	217.12 	218.94 	260.44 	281.63 	202.47 	167.82 	134.42 	115.95 	129.81 	110.10 	116.14 
MIO_EUR,A,MK	: 	48.56 	48.12 	49.46 	56.78 	52.40 	43.65 	44.24 	43.41 	45.54 	46.78 	52.49 	64.94 	72.57 
MIO_EUR,A,MK0	: 	48.56 	48.12 	49.46 	56.78 	52.40 	43.65 	44.24 	43.41 	45.54 	46.78 	52.49 	64.94 	72.57 
MIO_EUR,A,MK00	: 	48.56 	48.12 	49.46 	56.78 	52.40 	43.65 	44.24 	43.41 	45.54 	46.78 	52.49 	64.94 	72.57 
MIO_EUR,A,MT	30.37 	29.90 	28.49 	28.37 	27.34 	21.25 	21.91 	25.02 	24.38 	22.61 	19.34 	22.96 	22.96 	19.90 
MIO_EUR,A,MT0	30.37 	29.90 	28.49 	28.37 	27.34 	21.25 	21.91 	25.02 	24.38 	22.61 	19.34 	22.96 	22.96 	19.90 
MIO_EUR,A,MT00	30.37 	29.90 	28.49 	28.37 	27.34 	21.25 	21.91 	25.02 	24.38 	22.61 	19.34 	22.96 	22.96 	19.90 
MIO_EUR,A,MTZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,MTZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,NL	2790.00 	2739.00 	2677.00 	2603.00 	2563.00 	2543.00 	2480.00 	2351.00 	2313.00 	2326.00 	2374.00 	2350.00 	2209.00 	2102.00 
MIO_EUR,A,NL1	252.00 	245.00 	241.00 	235.00 	238.00 	233.00 	228.00 	215.00 	206.00 	207.00 	216.00 	218.00 	207.00 	199.00 
MIO_EUR,A,NL11	65.00 	63.00 	62.00 	60.00 	62.00 	61.00 	60.00 	56.00 	53.00 	54.00 	59.00 	58.00 	53.00 	50.00 
MIO_EUR,A,NL12	101.00 	97.00 	97.00 	94.00 	94.00 	93.00 	90.00 	85.00 	81.00 	82.00 	84.00 	82.00 	79.00 	78.00 
MIO_EUR,A,NL13	85.00 	84.00 	83.00 	81.00 	82.00 	80.00 	78.00 	73.00 	71.00 	72.00 	73.00 	78.00 	75.00 	72.00 
MIO_EUR,A,NL2	583.00 	561.00 	553.00 	533.00 	520.00 	515.00 	491.00 	456.00 	448.00 	447.00 	455.00 	438.00 	413.00 	392.00 
MIO_EUR,A,NL21	146.00 	141.00 	135.00 	131.00 	126.00 	124.00 	128.00 	119.00 	118.00 	118.00 	123.00 	119.00 	113.00 	99.00 
MIO_EUR,A,NL22	348.00 	332.00 	329.00 	317.00 	313.00 	311.00 	284.00 	263.00 	261.00 	256.00 	257.00 	246.00 	230.00 	227.00 
MIO_EUR,A,NL23	89.00 	88.00 	89.00 	84.00 	82.00 	80.00 	79.00 	75.00 	69.00 	74.00 	75.00 	72.00 	71.00 	65.00 
MIO_EUR,A,NL3	1211.00 	1198.00 	1177.00 	1144.00 	1123.00 	1127.00 	1116.00 	1068.00 	1053.00 	1061.00 	1085.00 	1100.00 	1029.00 	992.00 
MIO_EUR,A,NL31	74.00 	73.00 	68.00 	67.00 	66.00 	67.00 	67.00 	63.00 	61.00 	60.00 	60.00 	60.00 	54.00 	52.00 
MIO_EUR,A,NL32	263.00 	249.00 	241.00 	235.00 	235.00 	231.00 	232.00 	223.00 	222.00 	221.00 	227.00 	227.00 	209.00 	205.00 
MIO_EUR,A,NL33	767.00 	776.00 	770.00 	742.00 	725.00 	737.00 	727.00 	697.00 	684.00 	691.00 	706.00 	721.00 	679.00 	655.00 
MIO_EUR,A,NL34	106.00 	101.00 	98.00 	99.00 	97.00 	93.00 	90.00 	86.00 	86.00 	89.00 	92.00 	92.00 	86.00 	80.00 
MIO_EUR,A,NL4	745.00 	735.00 	705.00 	691.00 	681.00 	667.00 	645.00 	612.00 	606.00 	611.00 	617.00 	595.00 	559.00 	520.00 
MIO_EUR,A,NL41	498.00 	493.00 	470.00 	468.00 	462.00 	456.00 	442.00 	419.00 	416.00 	418.00 	420.00 	403.00 	377.00 	349.00 
MIO_EUR,A,NL42	247.00 	242.00 	235.00 	224.00 	219.00 	212.00 	203.00 	192.00 	189.00 	193.00 	197.00 	192.00 	183.00 	170.00 
MIO_EUR,A,NLZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,NLZZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,A,NO	1380.10 	1381.25 	1324.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO0	1380.10 	1381.25 	1324.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO01	42.91 	48.03 	46.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO02	180.36 	177.26 	170.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO03	133.48 	136.72 	131.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO04	158.58 	155.98 	149.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO05	349.19 	346.35 	332.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO06	202.77 	202.14 	193.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NO07	312.81 	314.78 	301.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NOZ	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,NOZZ	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_EUR,A,PL	2320.19 	2316.06 	2137.80 	1894.26 	1838.43 	2175.05 	1880.70 	1572.17 	1479.49 	1239.29 	1214.66 	1413.39 	1702.57 	1410.86 
MIO_EUR,A,PL1	426.44 	407.68 	343.15 	334.19 	322.12 	395.21 	315.83 	280.04 	250.56 	198.82 	196.38 	227.10 	291.66 	202.58 
MIO_EUR,A,PL11	134.84 	132.63 	132.75 	111.65 	111.38 	139.80 	118.40 	101.39 	90.23 	77.54 	75.46 	85.55 	108.93 	80.58 
MIO_EUR,A,PL12	291.60 	274.81 	210.16 	222.80 	210.74 	255.12 	197.43 	178.65 	160.33 	121.28 	120.92 	141.55 	182.73 	122.00 
MIO_EUR,A,PL2	182.73 	192.85 	180.31 	161.46 	161.75 	192.76 	171.53 	135.27 	127.77 	107.58 	107.06 	119.51 	142.15 	134.22 
MIO_EUR,A,PL21	87.91 	91.52 	91.01 	81.11 	80.65 	94.25 	83.78 	70.33 	66.62 	55.67 	55.23 	60.40 	71.08 	65.62 
MIO_EUR,A,PL22	94.82 	101.32 	89.31 	80.36 	81.11 	98.52 	87.74 	64.94 	61.15 	51.91 	51.60 	59.11 	71.08 	68.86 
MIO_EUR,A,PL3	413.10 	405.29 	398.73 	336.95 	332.75 	393.78 	337.76 	286.71 	271.69 	223.56 	225.93 	256.91 	301.73 	251.98 
MIO_EUR,A,PL31	142.70 	143.38 	147.07 	119.66 	113.69 	130.69 	112.32 	94.20 	84.76 	71.57 	75.01 	83.48 	99.94 	83.83 
MIO_EUR,A,PL32	85.77 	86.03 	75.96 	70.34 	73.02 	89.41 	83.78 	70.33 	68.85 	54.12 	56.82 	67.40 	78.70 	60.63 
MIO_EUR,A,PL33	62.89 	61.18 	59.94 	49.07 	49.68 	62.93 	48.63 	42.10 	40.52 	35.12 	35.69 	39.92 	45.48 	40.67 
MIO_EUR,A,PL34	121.98 	114.70 	115.76 	98.13 	96.36 	110.48 	93.03 	80.08 	77.31 	62.74 	58.41 	65.85 	77.88 	67.11 
MIO_EUR,A,PL4	611.79 	612.23 	557.93 	491.90 	469.31 	545.83 	478.90 	399.39 	375.84 	318.99 	302.75 	355.68 	435.45 	361.76 
MIO_EUR,A,PL41	361.88 	359.64 	333.45 	291.39 	280.29 	323.74 	278.56 	240.00 	222.72 	185.78 	177.97 	205.84 	251.90 	203.58 
MIO_EUR,A,PL42	152.47 	155.33 	135.42 	122.16 	117.16 	139.80 	121.84 	97.28 	93.46 	82.18 	79.33 	96.18 	120.64 	103.29 
MIO_EUR,A,PL43	97.68 	97.50 	88.82 	78.35 	71.63 	82.57 	78.49 	62.12 	59.41 	50.81 	45.69 	53.66 	62.91 	54.89 
MIO_EUR,A,PL5	241.57 	250.44 	240.50 	203.77 	198.96 	245.15 	216.45 	173.00 	167.04 	140.94 	138.42 	170.32 	200.16 	177.89 
MIO_EUR,A,PL51	155.09 	158.20 	149.98 	129.42 	124.78 	156.60 	139.55 	108.58 	103.41 	87.04 	86.14 	108.36 	118.73 	105.53 
MIO_EUR,A,PL52	86.48 	92.24 	90.52 	74.10 	73.94 	88.55 	76.91 	64.43 	63.39 	53.90 	52.28 	61.70 	81.42 	72.35 
MIO_EUR,A,PL6	444.31 	447.82 	417.41 	365.98 	353.78 	402.32 	360.49 	297.75 	287.10 	249.40 	244.34 	284.13 	331.69 	282.42 
MIO_EUR,A,PL61	160.81 	156.76 	146.58 	127.17 	131.48 	139.52 	122.90 	103.96 	98.43 	87.04 	87.74 	100.33 	121.73 	98.80 
MIO_EUR,A,PL62	154.62 	160.11 	151.19 	132.68 	124.78 	148.06 	129.50 	105.75 	104.65 	90.57 	86.60 	101.62 	112.74 	99.55 
MIO_EUR,A,PL63	128.89 	130.95 	119.64 	106.14 	97.28 	115.03 	108.10 	88.04 	83.77 	71.79 	70.01 	81.92 	97.22 	84.08 
MIO_EUR,A,PT	924.12 	899.03 	902.80 	936.12 	923.34 	928.15 	908.01 	868.75 	859.78 	816.95 	792.13 	758.88 	782.30 	752.38 
MIO_EUR,A,PT1	874.13 	849.37 	853.60 	887.89 	874.96 	876.39 	855.39 	820.23 	812.23 	771.58 	751.19 	716.40 	738.47 	708.68 
MIO_EUR,A,PT11	198.54 	196.25 	195.23 	212.10 	208.57 	199.96 	194.76 	178.96 	182.45 	162.37 	148.57 	143.78 	151.22 	153.75 
MIO_EUR,A,PT15	51.59 	44.92 	44.09 	45.99 	46.21 	51.87 	49.47 	46.84 	48.06 	49.95 	52.15 	46.83 	47.67 	43.69 
MIO_EUR,A,PT16	284.44 	276.72 	281.03 	296.24 	295.04 	274.56 	270.18 	269.21 	262.04 	253.66 	250.68 	252.44 	262.24 	264.50 
MIO_EUR,A,PT17	79.18 	75.39 	72.43 	75.31 	74.57 	74.95 	71.10 	70.78 	83.10 	79.74 	75.46 	70.29 	67.65 	65.03 
MIO_EUR,A,PT18	260.38 	256.08 	260.82 	258.26 	250.57 	275.05 	269.88 	254.45 	236.58 	225.85 	224.34 	203.08 	209.70 	181.70 
MIO_EUR,A,PT2	33.31 	33.13 	31.78 	32.92 	33.91 	36.07 	37.02 	32.07 	34.05 	28.95 	26.18 	27.27 	28.62 	28.77 
MIO_EUR,A,PT20	33.31 	33.13 	31.78 	32.92 	33.91 	36.07 	37.02 	32.07 	34.05 	28.95 	26.18 	27.27 	28.62 	28.77 
